1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
0.007207756, 0.008480074, 0.006818403, 0.013072990, 0.009525022, 0.008701069, 0.009510207, 0.012047189, 0.020327810, 0.010460241, 0.020469029, 0.011206777, 0.020570001, 0.023077969, 0.020471901, 0.020471759
0.002395146, 0.004541743, 0.006702472, 0.007479687, 0.007255688, 0.010612054, 0.012647204, 0.008865638, 0.005493701, 0.020363715, 0.020771043, 0.020774836, 0.020768240, 0.020405408, 0.020632472, 0.025729878
0.002378822, 0.008797477, 0.006661307, 0.013653461, 0.010577350, 0.010344214, 0.010815261, 0.011622520, 0.018592818, 0.029394409, 0.020261835, 0.030603398, 0.011030557, 0.022528321, 0.021409232, 0.020530172
0.002513247, 0.005527050, 0.008065450, 0.009318266, 0.007165107, 0.008701451, 0.011789717, 0.009804285, 0.009525533, 0.020251375, 0.010714168, 0.020533288, 0.030621784, 0.031434271, 0.020311588, 0.033800192
0.002347063, 0.004653561, 0.006602564, 0.008330122, 0.007026248, 0.008892564, 0.007852104, 0.013424199, 0.010362108, 0.020337459, 0.020168884, 0.010459534, 0.010687408, 0.021035977, 0.030719295, 0.040460687
0.002450824, 0.004843578, 0.006903912, 0.009445483, 0.014264570, 0.019889168, 0.014356929, 0.015534353, 0.010304249, 0.015552719, 0.010533200, 0.011726379, 0.014092491, 0.019631617, 0.011003344, 0.050216228
0.002466925, 0.005500470, 0.007693154, 0.008585030, 0.009744067, 0.011150444, 0.007161542, 0.008354281, 0.010422650, 0.010385137, 0.010640339, 0.026903415, 0.010639089, 0.021506991, 0.032440569, 0.030548999
0.002260400, 0.004950723, 0.005491804, 0.007141517, 0.009817702, 0.008075214, 0.008959772, 0.012930756, 0.008913443, 0.010453296, 0.020266725, 0.020637693, 0.030611139, 0.041411545, 0.060814284, 0.021115681
0.002349643, 0.005055142, 0.006159011, 0.009526701, 0.009142358, 0.011255122, 0.010340589, 0.013354363, 0.009588304, 0.010642324, 0.010986113, 0.020395191, 0.021104624, 0.020802772, 0.024275605, 0.030451596
0.002277297, 0.005067495, 0.004836617, 0.006456778, 0.008689329, 0.007330196, 0.009660448, 0.012351282, 0.009614430, 0.010343370, 0.010560004, 0.030548031, 0.040502656, 0.013984751, 0.020179184, 0.020768424
