1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16
0.003420672, 0.004191678, 0.004236095, 0.004205360, 0.005609664, 0.004084278, 0.005445091, 0.009651736, 0.006401714, 0.010414502, 0.010575794, 0.020939417, 0.030747632, 0.040618554, 0.020508425, 0.020764088
0.003983550, 0.003976658, 0.003997344, 0.003975860, 0.005536453, 0.004421757, 0.005594908, 0.008140550, 0.005848305, 0.010293298, 0.011095323, 0.020628190, 0.030995792, 0.047473840, 0.025989143, 0.020488616
0.003909269, 0.004010295, 0.004058447, 0.003989186, 0.003982013, 0.004859622, 0.005803429, 0.008587057, 0.007005272, 0.010311439, 0.010471007, 0.010593582, 0.020735255, 0.016810458, 0.016575778, 0.020634262
0.003938579, 0.003913105, 0.003973726, 0.003899689, 0.005153331, 0.004976508, 0.005433057, 0.008422756, 0.010260624, 0.016671160, 0.020344213, 0.010633984, 0.020577349, 0.010703521, 0.031119352, 0.020592948
0.004252209, 0.003918888, 0.003933129, 0.003908138, 0.003908039, 0.004637210, 0.004039642, 0.012636439, 0.005476905, 0.010392653, 0.010768327, 0.020521646, 0.040267076, 0.010718317, 0.020414980, 0.020426856
0.004034192, 0.003949253, 0.003921222, 0.003964797, 0.003929302, 0.004011034, 0.005176701, 0.009376129, 0.005689776, 0.010155899, 0.010415624, 0.030503938, 0.010673764, 0.011441577, 0.030784689, 0.040265385
0.003776364, 0.003945254, 0.003942602, 0.004085308, 0.003889546, 0.005352972, 0.005356064, 0.008302361, 0.005727968, 0.010335304, 0.020190280, 0.020481791, 0.031415939, 0.021048555, 0.020157268, 0.020325009
0.003892794, 0.003966730, 0.003952360, 0.003903448, 0.005494970, 0.003935653, 0.003973225, 0.011628090, 0.005469267, 0.010149199, 0.010394191, 0.020513479, 0.030483723, 0.040604841, 0.050652001, 0.020395895
0.003929922, 0.003847932, 0.003923207, 0.003883692, 0.005325655, 0.005442625, 0.005534390, 0.005561978, 0.005701507, 0.010262373, 0.010310282, 0.010366508, 0.010524290, 0.034871727, 0.030283237, 0.040347051
0.003845681, 0.003857216, 0.003927171, 0.003917791, 0.004447092, 0.004106787, 0.005339049, 0.010096436, 0.005736008, 0.010367282, 0.010525224, 0.020573128, 0.030586975, 0.050544593, 0.020205632, 0.020319957
